Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1963","1963","t","500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1964","1964","kg/ha","6250","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1964","1964","t","500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1965","1965","kg/ha","6250","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1965","1965","t","500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1966","1966","kg/ha","6250","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1966","1966","t","500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1967","1967","kg/ha","6250","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1967","1967","t","500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1968","1968","kg/ha","6250","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1968","1968","t","500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1969","1969","kg/ha","6250","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1969","1969","t","500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1970","1970","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1970","1970","t","600000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1971","1971","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1971","1971","t","600000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1972","1972","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1972","1972","t","600000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1973","1973","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1973","1973","t","600000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1974","1974","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1974","1974","t","600000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1975","1975","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1975","1975","t","600000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1976","1976","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1976","1976","t","600000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1977","1977","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1977","1977","t","600000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1978","1978","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1978","1978","t","600000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1979","1979","kg/ha","6315.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1979","1979","t","600000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1980","1980","kg/ha","6315.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1980","1980","t","600000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1981","1981","kg/ha","6315.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1981","1981","t","600000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1982","1982","kg/ha","6315.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1982","1982","t","600000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1983","1983","kg/ha","7368.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1983","1983","t","700000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1984","1984","kg/ha","7368.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1984","1984","t","700000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1985","1985","kg/ha","7368.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1985","1985","t","700000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1986","1986","kg/ha","7368.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1986","1986","t","700000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1987","1987","kg/ha","7368.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1987","1987","t","700000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1988","1988","kg/ha","7368.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1988","1988","t","700000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1989","1989","kg/ha","7484.8","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1989","1989","t","741000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1990","1990","kg/ha","7630","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1990","1990","t","763000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1991","1991","kg/ha","7582.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1991","1991","t","800000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1992","1992","kg/ha","7577.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1992","1992","t","800000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1993","1993","kg/ha","7572.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1993","1993","t","800000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1994","1994","kg/ha","7567.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1994","1994","t","800000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1995","1995","kg/ha","7561.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1995","1995","t","800000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1996","1996","kg/ha","7584.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1996","1996","t","800000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1997","1997","kg/ha","7545.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1997","1997","t","830000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1998","1998","kg/ha","7452.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1998","1998","t","857000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","1999","1999","kg/ha","7546.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","1999","1999","t","881000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2000","2000","kg/ha","7573.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2000","2000","t","886109.51","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2001","2001","kg/ha","7601.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2001","2001","t","889190.37","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2002","2002","kg/ha","7663.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2002","2002","t","889000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2003","2003","kg/ha","7634.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2003","2003","t","891496.39","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2004","2004","kg/ha","7635.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2004","2004","t","892915.56","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2005","2005","kg/ha","7639.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2005","2005","t","890000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2006","2006","kg/ha","7649.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2006","2006","t","895000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2007","2007","kg/ha","7659.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2007","2007","t","900000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2008","2008","kg/ha","7500","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2008","2008","t","900000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2009","2009","kg/ha","8000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2009","2009","t","1000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2010","2010","kg/ha","8263.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2010","2010","t","1487350","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2011","2011","kg/ha","8225.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2011","2011","t","1480570.75","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2012","2012","kg/ha","7984","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2012","2012","t","1437127.51","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2013","2013","kg/ha","8042.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2013","2013","t","1447643.6","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2014","2014","kg/ha","8084.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2014","2014","t","1471403.59","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2015","2015","kg/ha","8150.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2015","2015","t","1496185.37","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2016","2016","kg/ha","8199.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2016","2016","t","1533207.32","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2017","2017","kg/ha","8241.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2017","2017","t","1568421.32","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2018","2018","kg/ha","8262.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2018","2018","t","1589394.74","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2019","2019","kg/ha","8277.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2019","2019","t","1593867.22","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2020","2020","kg/ha","8300","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2020","2020","t","1631695.74","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2021","2021","kg/ha","8099.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2021","2021","t","1604985.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2022","2022","kg/ha","8224.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2022","2022","t","1610182.95","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01318","Pineapples","2023","2023","kg/ha","8207.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01318","Pineapples","2023","2023","t","1615621.53","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1961","1961","kg/ha","3990","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1961","1961","t","798000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1962","1962","kg/ha","4085","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1962","1962","t","817000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1963","1963","kg/ha","4165","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1963","1963","t","833000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1964","1964","kg/ha","4265","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1964","1964","t","853000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1965","1965","kg/ha","4385","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1965","1965","t","877000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1966","1966","kg/ha","4490","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1966","1966","t","898000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1967","1967","kg/ha","4590","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1967","1967","t","918000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1968","1968","kg/ha","4710","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1968","1968","t","942000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1969","1969","kg/ha","4850","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1969","1969","t","970000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1970","1970","kg/ha","5472.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1970","1970","t","985000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1971","1971","kg/ha","5600","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1971","1971","t","1008000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1972","1972","kg/ha","5522.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1972","1972","t","994000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1973","1973","kg/ha","5533.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1973","1973","t","996000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1974","1974","kg/ha","5655.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1974","1974","t","1018000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1975","1975","kg/ha","5644.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1975","1975","t","1016000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1976","1976","kg/ha","5677.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1976","1976","t","1022000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1977","1977","kg/ha","5700","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1977","1977","t","1026000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1978","1978","kg/ha","5733.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1978","1978","t","1032000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1979","1979","kg/ha","5766.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1979","1979","t","1038000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1980","1980","kg/ha","5788.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1980","1980","t","1042000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1981","1981","kg/ha","5822.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1981","1981","t","1048000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1982","1982","kg/ha","5855.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1982","1982","t","1054000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1983","1983","kg/ha","5933.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1983","1983","t","1068000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1984","1984","kg/ha","6000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1984","1984","t","1086000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1985","1985","kg/ha","6000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1985","1985","t","1113000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1986","1986","kg/ha","6020.3","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1986","1986","t","1127000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1987","1987","kg/ha","7489.5","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1987","1987","t","1071000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1988","1988","kg/ha","7516.9","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1988","1988","t","887000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1989","1989","kg/ha","7476.2","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1989","1989","t","1413000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1990","1990","kg/ha","7500","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1990","1990","t","1215000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1991","1991","kg/ha","7522.5","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1991","1991","t","1339000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1992","1992","kg/ha","7537.2","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1992","1992","t","1417000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1993","1993","kg/ha","7056.5","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1993","1993","t","1623000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1994","1994","kg/ha","6768.3","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1994","1994","t","1665000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1995","1995","kg/ha","6528","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1995","1995","t","1632000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1996","1996","kg/ha","6589.8","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1996","1996","t","1687000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1997","1997","kg/ha","6707.7","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1997","1997","t","1744000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1998","1998","kg/ha","6727.6","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1998","1998","t","1803000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","1999","1999","kg/ha","4940.3","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","1999","1999","t","1902000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2000","2000","kg/ha","5101","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2000","2000","t","1969000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2001","2001","kg/ha","4899.5","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2001","2001","t","1999000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2002","2002","kg/ha","4993","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2002","2002","t","2127000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2003","2003","kg/ha","5202.3","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2003","2003","t","2263000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2004","2004","kg/ha","5502.3","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2004","2004","t","2421000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2005","2005","kg/ha","5796.4","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2005","2005","t","2591000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2006","2006","kg/ha","6094.1","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2006","2006","t","2785000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2007","2007","kg/ha","6310.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2007","2007","t","2991000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2008","2008","kg/ha","5902.6","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01313","Plantains and cooking bananas","2008","2008","t","2727000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01313","Plantains and cooking bananas","2009","2009","kg/ha","6000","E","Estimated value",""
